season,game_type,week,gametime,away_team,away_score,home_team,home_score,result,total,overtime,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,Score_Diff,Home_Win?
2024,REG,9,20:15,TB,24,KC,30,6,54,1,8,8,330,-425,9,-110,-110,45.5,-108,-112,0,outdoors,grass,63,6,6,1
2024,REG,10,20:15,CIN,34,BAL,35,1,69,0,4,4,220,-270,6,-108,-112,53,-108,-112,1,outdoors,grass,69,6,1,1
2024,REG,10,9:30,NYG,17,CAR,20,3,37,1,7,7,-298,240,-6.5,-118,-102,40.5,-115,-105,0,outdoors,,,,3,1
2024,REG,10,13:00,NE,19,CHI,3,-16,22,0,7,7,260,-325,6.5,-110,-110,37.5,-112,-108,0,outdoors,grass,60,6,-16,0
2024,REG,10,13:00,BUF,30,IND,20,-10,50,0,7,7,-230,190,-4.5,-115,-105,46.5,-108,-112,0,closed,fieldturf,,,-10,0
2024,REG,10,13:00,MIN,12,JAX,7,-5,19,0,7,7,-345,280,-7,-120,100,42.5,-108,-112,0,outdoors,grass,79,7,-5,0
2024,REG,10,13:00,DEN,14,KC,16,2,30,0,7,6,300,-380,7.5,-115,-105,42.5,-110,-110,1,outdoors,grass,57,12,2,1
2024,REG,10,13:00,ATL,17,NO,20,3,37,0,7,7,-192,160,-3.5,-112,-108,46.5,-112,-108,1,dome,sportturf,,,3,1
2024,REG,10,13:00,SF,23,TB,20,-3,43,0,14,6,-298,240,-6.5,-118,-102,50.5,-112,-108,0,outdoors,grass,85,9,-3,0
2024,REG,10,13:00,PIT,28,WAS,27,-1,55,0,13,7,102,-122,1.5,-110,-110,45,-108,-112,0,outdoors,grass,57,9,-1,0
2024,REG,10,16:05,TEN,17,LAC,27,10,44,0,7,7,300,-380,8,-108,-112,40,-110,-110,0,dome,matrixturf,,,10,1
2024,REG,10,16:25,NYJ,6,ARI,31,25,37,0,10,7,-130,110,-2,-110,-110,45.5,-108,-112,0,closed,grass,,,25,1
2024,REG,10,16:25,PHI,34,DAL,6,-28,40,0,7,7,-360,285,-7.5,-108,-112,44.5,-110,-110,1,closed,matrixturf,,,-28,0
2024,REG,10,20:20,DET,26,HOU,23,-3,49,0,7,10,-230,190,-4.5,-110,-110,49,-110,-112,0,closed,astroturf,,,-3,0
2024,REG,10,20:15,MIA,23,LA,15,-8,38,0,8,8,120,-142,2.5,-102,-118,49.5,-108,-112,0,dome,matrixturf,,,-8,0
2024,REG,11,20:15,WAS,18,PHI,26,8,44,0,4,4,190,-230,4.5,-110,-110,49.5,-110,-110,1,outdoors,grass,46,9,8,1
2024,REG,11,13:00,GB,20,CHI,19,-1,39,0,14,7,-265,215,-6,-115,-105,41,-108,-112,1,outdoors,grass,54,5,-1,0
2024,REG,11,13:00,JAX,6,DET,52,46,58,0,7,7,650,-1000,14,-105,-115,47.5,-110,-110,0,dome,fieldturf,,,46,1
2024,REG,11,13:00,LV,19,MIA,34,15,53,0,14,6,330,-425,8,-105,-115,43.5,-112,-108,0,outdoors,grass,80,16,15,1
2024,REG,11,13:00,LA,28,NE,22,-6,50,0,6,7,-198,164,-4,-108,-112,42.5,-112,-108,0,outdoors,fieldturf,59,9,-6,0
2024,REG,11,13:00,CLE,14,NO,35,21,49,0,14,7,-115,-105,-1,-110,-110,44,-110,-110,0,dome,sportturf,,,21,1
2024,REG,11,13:00,IND,28,NYJ,27,-1,55,0,7,7,170,-205,4,-110,-110,43,-110,-110,0,outdoors,fieldturf,62,4,-1,0
2024,REG,11,13:00,BAL,16,PIT,18,2,34,0,10,7,-175,145,-3,-120,100,48,-108,-112,1,outdoors,grass,52,5,2,1
2024,REG,11,13:00,MIN,23,TEN,13,-10,36,0,7,7,-290,235,-6,-118,-102,40,-110,-110,0,outdoors,grass,66,7,-10,0
2024,REG,11,16:05,ATL,6,DEN,38,32,44,0,7,7,114,-135,2,-108,-112,44.5,-112,-108,0,outdoors,grass,55,9,32,1
2024,REG,11,16:05,SEA,20,SF,17,-3,37,0,14,7,215,-265,6,-110,-110,49,-112,-108,1,outdoors,grass,59,4,-3,0
2024,REG,11,16:25,KC,21,BUF,30,9,51,0,7,7,120,-142,2.5,-108,-112,46.5,-108,-112,0,outdoors,a_turf,50,3,9,1
2024,REG,11,20:20,CIN,27,LAC,34,7,61,0,10,7,-110,-110,1,-118,-102,48,-105,-115,0,dome,matrixturf,,,7,1
2024,REG,11,20:15,HOU,34,DAL,10,-24,44,0,8,8,-360,285,-7.5,100,-120,41.5,-105,-115,0,closed,matrixturf,,,-24,0
2024,REG,12,20:15,PIT,19,CLE,24,5,43,0,4,4,-205,170,-3.5,-115,-105,36.5,-108,-112,1,outdoors,grass,36,13,5,1
2024,REG,12,13:00,KC,30,CAR,27,-3,57,0,7,14,-700,500,-11,-112,-108,43,-110,-110,0,outdoors,grass,61,5,-3,0
2024,REG,12,13:00,MIN,30,CHI,27,-3,57,1,7,7,-175,145,-3,-120,100,39.5,-108,-112,1,outdoors,grass,47,5,-3,0
2024,REG,12,13:00,TEN,32,HOU,27,-5,59,0,7,6,295,-375,8,-112,-108,40.5,-112,-108,1,closed,astroturf,,,-5,0
2024,REG,12,13:00,DET,24,IND,6,-18,30,0,7,7,-375,295,-7,-122,102,50.5,-110,-110,0,closed,fieldturf,,,-18,0
2024,REG,12,13:00,NE,15,MIA,34,19,49,0,7,7,285,-360,7.5,-115,-105,46,-108,-112,1,outdoors,grass,77,6,19,1
2024,REG,12,13:00,TB,30,NYG,7,-23,37,0,14,14,-298,240,-6.5,-108,-112,40.5,-110,-110,0,outdoors,fieldturf,50,13,-23,0
2024,REG,12,13:00,DAL,34,WAS,26,-8,60,0,6,10,455,-625,10.5,-112,-108,45,-110,-110,1,outdoors,grass,55,5,-8,0
2024,REG,12,16:05,DEN,29,LV,19,-10,48,0,7,7,-278,225,-6.5,-105,-115,41.5,-108,-112,1,dome,grass,,,-10,0
2024,REG,12,16:25,SF,10,GB,38,28,48,0,7,7,235,-290,6.5,-112,-108,44.5,-108,-112,0,outdoors,grass,43,11,28,1
2024,REG,12,16:25,ARI,6,SEA,16,10,22,0,14,7,-115,-105,-1,-110,-110,46.5,-108,-112,1,outdoors,fieldturf,45,5,10,1
2024,REG,12,20:20,PHI,37,LA,20,-17,57,0,10,7,-170,142,-3,-112,-108,49,-108,-112,0,dome,matrixturf,,,-17,0
2024,REG,12,20:15,BAL,30,LAC,23,-7,53,0,8,8,-166,140,-3,-110,-110,51,-112,-108,0,dome,matrixturf,,,-7,0
2024,REG,13,12:30,CHI,20,DET,23,3,43,0,4,4,390,-520,9.5,-102,-118,47.5,100,-120,1,dome,fieldturf,,,3,1
2024,REG,13,16:30,NYG,20,DAL,27,7,47,0,4,4,185,-218,4.5,-110,-110,39,-110,-110,1,closed,matrixturf,,,7,1
2024,REG,13,20:20,MIA,17,GB,30,13,47,0,4,4,145,-175,3.5,-115,-105,47.5,-110,-110,0,outdoors,grass,27,10,13,1
2024,REG,13,15:00,LV,17,KC,19,2,36,0,5,5,550,-800,13.5,-108,-112,42,-108,-112,1,outdoors,grass,37,5,2,1
2024,REG,13,13:00,LAC,17,ATL,13,-4,30,0,6,14,-118,-102,-1,-108,-112,47,-110,-110,0,closed,fieldturf,,,-4,0
2024,REG,13,13:00,PIT,44,CIN,38,-6,82,0,10,14,130,-155,3,-110,-110,46,-108,-112,1,outdoors,fieldturf,32,9,-6,0
2024,REG,13,13:00,HOU,23,JAX,20,-3,43,0,7,14,-192,160,-3.5,-110,-110,44.5,-108,-112,1,outdoors,grass,,,-3,0
2024,REG,13,13:00,ARI,22,MIN,23,1,45,0,7,7,154,-185,3.5,-110,-110,45.5,-112,-108,0,dome,sportturf,,,1,1
2024,REG,13,13:00,IND,25,NE,24,-1,49,0,7,7,-135,114,-2.5,-115,-105,41.5,-110,-110,0,outdoors,fieldturf,36,9,-1,0
2024,REG,13,13:00,SEA,26,NYJ,21,-5,47,0,7,14,-105,-115,1,-110,-110,41.5,-110,-110,0,outdoors,fieldturf,37,12,-5,0
2024,REG,13,13:00,TEN,19,WAS,42,23,61,0,7,7,205,-250,6,-112,-108,45,-108,-112,0,outdoors,grass,42,6,23,1
2024,REG,13,16:05,TB,26,CAR,23,-3,49,1,7,7,-290,235,-6.5,-115,-105,46,-110,-110,1,outdoors,grass,51,7,-3,0
2024,REG,13,16:05,LA,21,NO,14,-7,35,0,7,14,-142,120,-2.5,-115,-105,48.5,-108,-112,0,dome,sportturf,,,-7,0
2024,REG,13,16:25,PHI,24,BAL,19,-5,43,0,7,6,136,-162,3,-110,-110,50,-110,-110,0,outdoors,grass,41,7,-5,0
2024,REG,13,20:20,SF,10,BUF,35,25,45,0,7,14,270,-340,6.5,-102,-118,45,-110,-110,0,outdoors,a_turf,28,11,25,1
2024,REG,13,20:15,CLE,32,DEN,41,9,73,0,11,8,235,-290,6.5,-108,-112,41.5,-110,-110,0,outdoors,grass,48,4,9,1
2024,REG,14,20:15,GB,31,DET,34,3,65,0,7,7,142,-170,3,100,-120,53,-110,-110,1,dome,fieldturf,,,3,1
2024,REG,14,13:00,NYJ,26,MIA,32,6,58,1,7,10,240,-298,6.5,-108,-112,45,-112,-108,1,outdoors,grass,77,12,6,1
2024,REG,14,13:00,ATL,21,MIN,42,21,63,0,7,7,205,-250,6,-110,-110,46.5,-108,-112,0,dome,sportturf,,,21,1
2024,REG,14,13:00,NO,14,NYG,11,-3,25,0,7,10,-245,200,-5.5,-115,-105,41,-110,-110,0,outdoors,fieldturf,54,13,-3,0
2024,REG,14,13:00,CAR,16,PHI,22,6,38,0,7,7,625,-950,14,-112,-108,44.5,-112,-108,0,outdoors,grass,55,16,6,1
2024,REG,14,13:00,CLE,14,PIT,27,13,41,0,6,7,210,-258,6,-112,-108,43,-110,-110,1,outdoors,grass,49,12,13,1
2024,REG,14,13:00,LV,13,TB,28,15,41,0,9,7,260,-325,7,-115,-105,47,-112,-108,0,outdoors,grass,71,4,15,1
2024,REG,14,13:00,JAX,10,TEN,6,-4,16,0,7,7,142,-170,3,-105,-115,40,-108,-112,1,outdoors,grass,53,9,-4,0
2024,REG,14,16:05,SEA,30,ARI,18,-12,48,0,7,7,145,-175,3,-105,-115,45.5,-110,-110,1,closed,grass,,,-12,0
2024,REG,14,16:25,BUF,42,LA,44,2,86,0,7,7,-192,160,-3.5,-118,-102,49.5,-108,-112,0,dome,matrixturf,,,2,1
2024,REG,14,16:25,CHI,13,SF,38,25,51,0,10,7,136,-162,3,-110,-110,43.5,-108,-112,0,outdoors,grass,65,4,25,1
2024,REG,14,20:20,LAC,17,KC,19,2,36,0,7,9,195,-238,5,-115,-105,43.5,-110,-110,1,outdoors,grass,50,10,2,1
2024,REG,14,20:15,CIN,27,DAL,20,-7,47,0,8,11,-230,190,-5,-110,-110,51,-112,-108,0,closed,matrixturf,,,-7,0
2024,REG,15,20:15,LA,12,SF,6,-6,18,0,4,4,130,-155,3,-118,-102,48.5,-110,-110,1,outdoors,grass,53,4,-6,0
2024,REG,15,13:00,DAL,30,CAR,14,-16,44,0,6,7,120,-142,2.5,100,-120,42,-112,-108,0,outdoors,grass,45,7,-16,0
2024,REG,15,13:00,KC,21,CLE,7,-14,28,0,7,7,-230,190,-4.5,-110,-110,41.5,-112,-108,0,outdoors,grass,40,18,-14,0
2024,REG,15,13:00,MIA,12,HOU,20,8,32,0,7,14,130,-155,2.5,-105,-115,46.5,-112,-108,0,closed,astroturf,,,8,1
2024,REG,15,13:00,NYJ,32,JAX,25,-7,57,0,7,7,-175,145,-3.5,-102,-118,41.5,-112,-108,0,outdoors,grass,,,-7,0
2024,REG,15,13:00,WAS,20,NO,19,-1,39,0,14,7,-375,295,-7.5,-112,-108,44.5,-108,-112,0,dome,sportturf,,,-1,0
2024,REG,15,13:00,BAL,35,NYG,14,-21,49,0,14,7,-1800,1000,-16.5,-112,-108,43.5,-112,-108,0,outdoors,fieldturf,36,6,-21,0
2024,REG,15,13:00,CIN,37,TEN,27,-10,64,0,6,7,-250,205,-6,-110,-110,46.5,-112,-108,0,outdoors,grass,52,12,-10,0
2024,REG,15,16:25,NE,17,ARI,30,13,47,0,14,7,210,-258,6,-108,-112,46.5,-110,-110,0,closed,grass,,,13,1
2024,REG,15,16:25,IND,13,DEN,31,18,44,0,14,13,195,-238,4.5,-105,-115,43.5,-108,-112,0,outdoors,grass,55,15,18,1
2024,REG,15,16:25,BUF,48,DET,42,-6,90,0,7,10,110,-130,2.5,-110,-110,55.5,-110,-110,0,dome,fieldturf,,,-6,0
2024,REG,15,16:25,TB,40,LAC,17,-23,57,0,7,7,136,-162,3,-105,-115,46,-108,-112,0,dome,matrixturf,,,-23,0
2024,REG,15,16:25,PIT,13,PHI,27,14,40,0,7,7,215,-265,5.5,-110,-110,43,-110,-110,0,outdoors,grass,37,5,14,1
2024,REG,15,20:20,GB,30,SEA,13,-17,43,0,10,7,-162,136,-3,-110,-110,48,-110,-110,0,outdoors,fieldturf,43,3,-17,0
2024,REG,15,20:00,CHI,12,MIN,30,18,42,0,8,8,260,-325,7,-115,-105,43.5,-110,-110,1,dome,sportturf,,,18,1
2024,REG,15,20:30,ATL,15,LV,9,-6,24,0,8,8,-345,275,-6.5,-110,-110,44.5,-110,-110,0,dome,grass,,,-6,0
2024,REG,16,20:15,DEN,27,LAC,34,7,61,0,4,4,124,-148,3,-120,100,41.5,-110,-110,1,dome,matrixturf,,,7,1
2024,REG,16,13:00,HOU,19,KC,27,8,46,0,6,6,150,-180,3.5,-120,100,42.5,-108,-112,0,outdoors,grass,30,5,8,1
2024,REG,16,16:30,PIT,17,BAL,34,17,51,0,6,6,275,-345,7,-115,-105,44.5,-112,-108,1,outdoors,grass,35,15,17,1
2024,REG,16,13:00,NYG,7,ATL,34,27,41,0,7,6,410,-550,9.5,-110,-110,42.5,-110,-110,0,closed,fieldturf,,,27,1
2024,REG,16,13:00,ARI,30,CAR,36,6,66,1,7,7,-245,200,-5.5,-110,-110,47,-110,-110,0,outdoors,grass,37,10,6,1
2024,REG,16,13:00,DET,34,CHI,17,-17,51,0,7,6,-340,270,-7,-110,-110,47.5,-110,-110,1,outdoors,grass,29,7,-17,0
2024,REG,16,13:00,CLE,6,CIN,24,18,30,0,7,7,425,-575,10,-108,-112,46.5,-112,-108,1,outdoors,fieldturf,33,6,18,1
2024,REG,16,13:00,TEN,30,IND,38,8,68,0,7,7,164,-198,4,-112,-108,42.5,-108,-112,1,closed,fieldturf,,,8,1
2024,REG,16,13:00,LA,19,NYJ,9,-10,28,0,10,7,-162,136,-3,-105,-115,47,-110,-110,0,outdoors,fieldturf,23,8,-10,0
2024,REG,16,13:00,PHI,33,WAS,36,3,69,0,7,7,-218,180,-4,-115,-105,47,-110,-110,1,outdoors,grass,32,8,3,1
2024,REG,16,16:05,MIN,27,SEA,24,-3,51,0,6,7,-148,124,-2.5,-115,-105,43,-115,-105,0,outdoors,fieldturf,48,5,-3,0
2024,REG,16,16:25,NE,21,BUF,24,3,45,0,7,7,700,-1100,14,-110,-110,48,-110,-110,1,outdoors,a_turf,14,2,3,1
2024,REG,16,16:25,JAX,14,LV,19,5,33,0,7,6,110,-130,2.5,-110,-110,41.5,-112,-108,0,dome,grass,,,5,1
2024,REG,16,16:25,SF,17,MIA,29,12,46,0,10,7,-125,105,-2,-108,-112,44,-108,-112,0,outdoors,grass,73,12,12,1
2024,REG,16,20:20,TB,24,DAL,26,2,50,0,7,7,-218,180,-4.5,-105,-115,47.5,-110,-110,0,closed,matrixturf,,,2,1
2024,REG,16,20:15,NO,0,GB,34,34,34,0,8,8,625,-950,14,-105,-115,44,-110,-110,0,outdoors,grass,34,12,34,1
2024,REG,17,13:00,KC,29,PIT,10,-19,39,0,4,4,-162,136,-3,-105,-115,43.5,-110,-110,0,outdoors,grass,39,2,-19,0
2024,REG,17,16:30,BAL,31,HOU,2,-29,33,0,4,4,-245,200,-5.5,-108,-112,46.5,-112,-108,0,closed,astroturf,,,-29,0
2024,REG,17,20:15,SEA,6,CHI,3,-3,9,0,4,4,-192,160,-3.5,-118,-102,43.5,-112,-108,0,outdoors,grass,47,5,-3,0
2024,REG,17,13:00,LAC,40,NE,7,-33,47,0,9,6,-305,245,-6,-118,-102,42,-108,-112,0,outdoors,fieldturf,40,4,-33,0
2024,REG,17,16:30,DEN,24,CIN,30,6,54,1,9,6,145,-175,3.5,-115,-105,50.5,-110,-110,0,outdoors,fieldturf,60,8,6,1
2024,REG,17,20:15,ARI,9,LA,13,4,22,0,6,6,270,-340,6.5,100,-120,48,-112,-108,1,dome,matrixturf,,,4,1
2024,REG,17,13:00,NYJ,14,BUF,40,26,54,0,7,7,390,-520,10,-105,-115,44.5,-112,-108,1,outdoors,a_turf,54,15,26,1
2024,REG,17,13:00,TEN,13,JAX,20,7,33,0,7,7,-108,-112,-1,-105,-115,38,-110,-110,1,outdoors,grass,72,16,7,1
2024,REG,17,13:00,LV,25,NO,10,-15,35,0,7,6,-125,105,-2,-110,-110,37.5,-112,-108,0,dome,sportturf,,,-15,0
2024,REG,17,13:00,IND,33,NYG,45,12,78,0,7,7,-410,320,-7.5,-112,-108,40.5,-112,-108,0,outdoors,fieldturf,54,0,12,1
2024,REG,17,13:00,DAL,7,PHI,41,34,48,0,7,7,260,-325,7.5,-112,-108,37.5,-108,-112,1,outdoors,grass,62,10,34,1
2024,REG,17,13:00,CAR,14,TB,48,34,62,0,7,7,380,-500,9.5,-105,-115,47.5,-108,-112,1,outdoors,grass,76,8,34,1
2024,REG,17,16:05,MIA,20,CLE,3,-17,23,0,7,7,-170,142,-3,-115,-105,32.5,-112,-108,0,outdoors,grass,54,15,-17,0
2024,REG,17,16:25,GB,25,MIN,27,2,52,0,6,7,-112,-108,-1,-105,-115,49,-110,-110,1,dome,sportturf,,,2,1
2024,REG,17,20:20,ATL,24,WAS,30,6,54,1,7,7,160,-192,3.5,-115,-105,46.5,-110,-110,0,outdoors,grass,58,10,6,1
2024,REG,17,20:15,DET,40,SF,34,-6,74,0,8,8,-230,190,-4,-112,-108,50.5,-110,-110,0,outdoors,grass,,,-6,0
2024,REG,18,16:30,CLE,10,BAL,35,25,45,0,6,10,1200,-2400,19.5,-105,-115,42.5,-108,-112,1,outdoors,grass,31,16,25,1
2024,REG,18,20:00,CIN,19,PIT,17,-2,36,0,7,10,-148,124,-2.5,-118,-102,48.5,-112,-108,1,outdoors,grass,19,10,-2,0
2024,REG,18,13:00,CAR,44,ATL,38,-6,82,1,7,7,300,-380,7.5,-105,-115,48.5,-108,-112,1,closed,fieldturf,,,-6,0
2024,REG,18,13:00,WAS,23,DAL,19,-4,42,0,7,7,-310,250,-7,-108,-112,43.5,-118,-102,1,closed,matrixturf,,,-4,0
2024,REG,18,13:00,CHI,24,GB,22,-2,46,0,10,7,320,-410,10,-115,-105,41.5,-108,-112,1,outdoors,grass,16,13,-2,0
2024,REG,18,13:00,JAX,23,IND,26,3,49,1,7,7,150,-180,3.5,-110,-110,45.5,-105,-110,1,closed,fieldturf,,,3,1
2024,REG,18,13:00,BUF,16,NE,23,7,39,0,7,8,-166,140,-3,-112,-108,36.5,-108,-112,1,outdoors,fieldturf,33,14,7,1
2024,REG,18,13:00,NYG,13,PHI,20,7,33,0,7,7,130,-155,3,-110,-110,36.5,-118,-102,1,outdoors,grass,31,19,7,1
2024,REG,18,13:00,NO,19,TB,27,8,46,0,7,7,675,-1050,14.5,-102,-118,44.5,-112,-108,1,outdoors,grass,68,6,8,1
2024,REG,18,13:00,HOU,23,TEN,14,-9,37,0,11,7,120,-142,2.5,-108,-112,36.5,-108,-112,1,outdoors,grass,35,10,-9,0
2024,REG,18,16:25,SF,24,ARI,47,23,71,0,6,8,160,-192,4.5,-110,-110,42.5,-110,-110,1,closed,grass,,,23,1
2024,REG,18,16:25,KC,0,DEN,38,38,38,0,11,8,370,-485,10.5,-115,-105,40.5,-115,-105,1,outdoors,grass,28,5,38,1
2024,REG,18,16:25,SEA,30,LA,25,-5,55,0,10,8,-360,285,-7.5,-110,-110,38.5,-112,-108,1,dome,matrixturf,,,-5,0
2024,REG,18,16:25,LAC,34,LV,20,-14,54,0,8,7,-345,275,-7,-118,-102,42.5,-112,-108,1,dome,grass,,,-14,0
2024,REG,18,16:25,MIA,20,NYJ,32,12,52,0,7,7,102,-122,1.5,-110,-110,39.5,-112,-108,1,outdoors,fieldturf,34,10,12,1
2024,REG,18,20:20,MIN,9,DET,31,22,40,0,7,6,124,-148,3,-118,-102,56.5,-102,-118,1,dome,fieldturf,,,22,1
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
